drug,gene_drug,indirect_gene,risk_gene,polypeptide,gene_description,action,specific_function,toxicity,categories,xgb_importance,xgb_absolute_importance,rf_importance,univariate_hr,multivariate_hr
LORATADINE,LORATADINE,KCNH2,KCNA4,Voltage-gated inwardly rectifying potassium channel KCNH2,Voltage-gated inwardly rectifying potassium channel KCNH2,antagonist,delayed rectifier potassium channel activity,"Second generation antihistamines such as loratadine have very few adverse effects; however, insomnia, headache, fatigue, drowsiness and rash have been reported.[A176441] Symptoms of loratadine overdose include gastrointestinal side effects, agitation, drowsiness, tachycardia, and headache.[A176441] It is advised to obtain an ECG in the event of loratadine overdose.[A176441]","Anti-Allergic Agents, Antihistamines for Systemic Use, Antipruritics, Benzocycloheptenes, BSEP/ABCB11 Substrates, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Dibenzocycloheptenes, Histamine Antagonists, Histamine H1 Antagonists, Histamine H1 Antagonists, Non-Sedating, Loratadine and derivatives, Neurotransmitter Agents, P-glycoprotein inhibitors, P-glycoprotein substrates, Piperidines, Potential QTc-Prolonging Agents, QTc Prolonging Agents",0.0,0.0,0.0008133287913771,0.6762991123919163,0.9142677259046312
LORATADINE,LORATADINE,KCNH2,KCND2,Voltage-gated inwardly rectifying potassium channel KCNH2,Voltage-gated inwardly rectifying potassium channel KCNH2,antagonist,delayed rectifier potassium channel activity,"Second generation antihistamines such as loratadine have very few adverse effects; however, insomnia, headache, fatigue, drowsiness and rash have been reported.[A176441] Symptoms of loratadine overdose include gastrointestinal side effects, agitation, drowsiness, tachycardia, and headache.[A176441] It is advised to obtain an ECG in the event of loratadine overdose.[A176441]","Anti-Allergic Agents, Antihistamines for Systemic Use, Antipruritics, Benzocycloheptenes, BSEP/ABCB11 Substrates, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 Inhibitors (weak), Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (moderate), Cytochrome P-450 CYP2C8 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (weak), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Dermatologicals, Dibenzocycloheptenes, Histamine Antagonists, Histamine H1 Antagonists, Histamine H1 Antagonists, Non-Sedating, Loratadine and derivatives, Neurotransmitter Agents, P-glycoprotein inhibitors, P-glycoprotein substrates, Piperidines, Potential QTc-Prolonging Agents, QTc Prolonging Agents",0.0,0.0,0.0008133287913771,0.6762991123919163,0.9142677259046312
LOSARTAN,LOSARTAN,EPOR,THPO,Erythropoietin receptor,Erythropoietin receptor,stimulator,erythropoietin receptor activity,"The oral TDLO in mice is 1000mg/kg and in rats is 2000mg/kg.[L7423,L7426] In humans the TDLO for men is 10mg/kg/2W and for women is 1mg/kg/1D.[L7441]

Symptoms of overdose are likely to include hypotension, tachycardia, or bradycardia due to vagal stimulation.[L7423,L7426] Supportive treatment should be instituted for symptomatic hypotension.[L7423,L7426] Hemodialysis will not remove losartan or its active metabolite due to their high rates of protein binding.[L7423,L7426]","Agents Acting on the Renin-Angiotensin System, Agents causing angioedema, Agents causing hyperkalemia, Angiotensin 2 Receptor Blocker, Angiotensin II receptor antagonists, Angiotensin II receptor blockers (ARBs) and calcium channel blockers, Angiotensin II receptor blockers (ARBs) and diuretics, Angiotensin II receptor blockers (ARBs), plain, Angiotensin II Type 1 Receptor Blockers, Angiotensin II Type 2 Receptor Blockers, Angiotensin Receptor Antagonists, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Benzene Derivatives, Biphenyl Compounds, BSEP/ABCB11 Substrates, Cardiovascular Agents, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Hypotensive Agents, Imidazoles, OAT1/SLC22A6 inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Photosensitizing Agents, Tetrazoles, UGT1A1 Substrates, UGT1A3 substrates, UGT2B17 substrates, UGT2B7 substrates",0.0,0.0,0.0024724223100542,0.8656443212427187,0.9702152845802984
LOSARTAN,LOSARTAN,AGTR1,KNG1,Type-1 angiotensin II receptor,Type-1 angiotensin II receptor,antagonist,angiotensin type I receptor activity,"The oral TDLO in mice is 1000mg/kg and in rats is 2000mg/kg.[L7423,L7426] In humans the TDLO for men is 10mg/kg/2W and for women is 1mg/kg/1D.[L7441]

Symptoms of overdose are likely to include hypotension, tachycardia, or bradycardia due to vagal stimulation.[L7423,L7426] Supportive treatment should be instituted for symptomatic hypotension.[L7423,L7426] Hemodialysis will not remove losartan or its active metabolite due to their high rates of protein binding.[L7423,L7426]","Agents Acting on the Renin-Angiotensin System, Agents causing angioedema, Agents causing hyperkalemia, Angiotensin 2 Receptor Blocker, Angiotensin II receptor antagonists, Angiotensin II receptor blockers (ARBs) and calcium channel blockers, Angiotensin II receptor blockers (ARBs) and diuretics, Angiotensin II receptor blockers (ARBs), plain, Angiotensin II Type 1 Receptor Blockers, Angiotensin II Type 2 Receptor Blockers, Angiotensin Receptor Antagonists, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Benzene Derivatives, Biphenyl Compounds, BSEP/ABCB11 Substrates, Cardiovascular Agents, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs causing inadvertant photosensitivity, Hypotensive Agents, Imidazoles, OAT1/SLC22A6 inhibitors, P-glycoprotein inhibitors, P-glycoprotein substrates, Photosensitizing Agents, Tetrazoles, UGT1A1 Substrates, UGT1A3 substrates, UGT2B17 substrates, UGT2B7 substrates",0.0,0.0,0.0024724223100542,0.8656443212427187,0.9702152845802984
DULOXETINE,DULOXETINE,SLC6A3,GPR37,Sodium-dependent dopamine transporter,Sodium-dependent dopamine transporter,inhibitor,amine binding,"**Overdose**

Fatalities have been reported with doses of 1000mg involving both mixed drugs as well as duloxetine alone.[label] Signs and symptoms of overdose include: somnolence, coma, serotonin syndrome, seizure, syncope, hypo- or hypertension, tachycardia, and vomiting. No antidote exists and the drug is unlikely to be cleared by hemodialysis. Supportive care is recommended along with activated charcoal and gastric lavage to reduce absorption. If serotonin syndrome occurs specific treatment such as temperature control or cyproheptadine may be initiated.

**Carcinogenicity & Mutagenicity**

Increased incidence of hepatocellular carcinomas and adenomas were reported in female mice fed 140 mg/kg/day duloxetine for 2 years, equivalent to 6 times the maximum recommended human dose (MRHD).[label] No effect was reported with doses of 50mg/kg/day (2 time MRHD) in females or 100 mg/kg/day in males (4 times MRHD). Similar investigation in rats produced no carcinogenicity at doses of 27 mg/kg/day (2 times MRHD)in females and 36 mg/kg/day in males (4 times MRHD).

No mutagenicity, clastogenicity, induction of sister chromatid exchange, or genotoxicity has been observed in toxicology investigations.

**Reproductive Toxicity**

Neither male or female rats displayed adverse reproductive effects at doses up to 45 mg/kg/day (4 times MRHD).[label]

**Lactation**

An estimated 25% of plasma duloxetine appears in breast milk with the estimated daily infant dose being 0.14% of the maternal dose.[label] Breast milk concentrations have been observed to peak 3 hours after administration.","Agents producing tachycardia, Analgesics, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Hypoglycemia-Associated Agents, Membrane Transport Modulators, Nervous System, Neurotransmitter Uptake Inhibitors, Norepinephrine Uptake Inhibitors, P-glycoprotein inhibitors, Peripheral Nervous System Agents, Psychoanaleptics, Psychotropic Drugs, Selective Serotonin Reuptake Inhibitors, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin and Noradrenaline Reuptake Inhibitors, Serotonin Modulators, Sulfur Compounds, Thiophenes",0.0,0.0,0.0009015532670783,0.9288386275276554,0.997352286984844
DULOXETINE,DULOXETINE,SLC6A3,SLC17A6,Sodium-dependent dopamine transporter,Sodium-dependent dopamine transporter,inhibitor,amine binding,"**Overdose**

Fatalities have been reported with doses of 1000mg involving both mixed drugs as well as duloxetine alone.[label] Signs and symptoms of overdose include: somnolence, coma, serotonin syndrome, seizure, syncope, hypo- or hypertension, tachycardia, and vomiting. No antidote exists and the drug is unlikely to be cleared by hemodialysis. Supportive care is recommended along with activated charcoal and gastric lavage to reduce absorption. If serotonin syndrome occurs specific treatment such as temperature control or cyproheptadine may be initiated.

**Carcinogenicity & Mutagenicity**

Increased incidence of hepatocellular carcinomas and adenomas were reported in female mice fed 140 mg/kg/day duloxetine for 2 years, equivalent to 6 times the maximum recommended human dose (MRHD).[label] No effect was reported with doses of 50mg/kg/day (2 time MRHD) in females or 100 mg/kg/day in males (4 times MRHD). Similar investigation in rats produced no carcinogenicity at doses of 27 mg/kg/day (2 times MRHD)in females and 36 mg/kg/day in males (4 times MRHD).

No mutagenicity, clastogenicity, induction of sister chromatid exchange, or genotoxicity has been observed in toxicology investigations.

**Reproductive Toxicity**

Neither male or female rats displayed adverse reproductive effects at doses up to 45 mg/kg/day (4 times MRHD).[label]

**Lactation**

An estimated 25% of plasma duloxetine appears in breast milk with the estimated daily infant dose being 0.14% of the maternal dose.[label] Breast milk concentrations have been observed to peak 3 hours after administration.","Agents producing tachycardia, Analgesics, Antidepressive Agents, Antidepressive Agents Indicated for Depression, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cytochrome P-450 CYP1A2 Inhibitors, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Hypoglycemia-Associated Agents, Membrane Transport Modulators, Nervous System, Neurotransmitter Uptake Inhibitors, Norepinephrine Uptake Inhibitors, P-glycoprotein inhibitors, Peripheral Nervous System Agents, Psychoanaleptics, Psychotropic Drugs, Selective Serotonin Reuptake Inhibitors, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin and Noradrenaline Reuptake Inhibitors, Serotonin Modulators, Sulfur Compounds, Thiophenes",0.0,0.0,0.0009015532670783,0.9288386275276554,0.997352286984844
CARVEDILOL,CARVEDILOL,KCNH2,KCNA4,Voltage-gated inwardly rectifying potassium channel KCNH2,Voltage-gated inwardly rectifying potassium channel KCNH2,inhibitor,delayed rectifier potassium channel activity,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,KCNH2,KCND2,Voltage-gated inwardly rectifying potassium channel KCNH2,Voltage-gated inwardly rectifying potassium channel KCNH2,inhibitor,delayed rectifier potassium channel activity,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,NDUFC2,NDUFB5,NADH dehydrogenase [ubiquinone] 1 subunit C2,NADH dehydrogenase [ubiquinone] 1 subunit C2,inhibitor,NADH dehydrogenase (ubiquinone) activity,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,HIF1A,CDKN2A,Hypoxia-inducible factor 1-alpha,Hypoxia-inducible factor 1-alpha,modulator,cis-regulatory region sequence-specific DNA binding,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,HIF1A,DCUN1D1,Hypoxia-inducible factor 1-alpha,Hypoxia-inducible factor 1-alpha,modulator,cis-regulatory region sequence-specific DNA binding,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,HIF1A,SOX2,Hypoxia-inducible factor 1-alpha,Hypoxia-inducible factor 1-alpha,modulator,cis-regulatory region sequence-specific DNA binding,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,HIF1A,TP53,Hypoxia-inducible factor 1-alpha,Hypoxia-inducible factor 1-alpha,modulator,cis-regulatory region sequence-specific DNA binding,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
CARVEDILOL,CARVEDILOL,ADRB2,SST,Beta-2 adrenergic receptor,Beta-2 adrenergic receptor,antagonist,adenylate cyclase binding,"Patients experiencing an overdose may present with hypotension, bradycardia, cardiac insufficiency, cardiogenic shock, and cardiac arrest.[L7889,L7892] Patients should remain in a supine position and may be given atropine for bradycardia and glucagon followed by sympathomimetics to support cardiovascular function.[L7889,L7892]","Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists, Adrenergic Antagonists, Adrenergic beta-1 Receptor Antagonists, Adrenergic beta-Antagonists, Adrenergic beta2-Antagonists, Agents causing hyperkalemia, Alcohols, Alpha and Beta Blocking Agents, Amines, Amino Alcohols, Antiarrhythmic agents, Antihypertensive Agents, Antihypertensive Agents Indicated for Hypertension, Antioxidants, Biological Factors, Bradycardia-Causing Agents, Calcium Channel Blockers, Calcium-Regulating Hormones and Agents, Carbazoles, Cardiovascular Agents, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2E1 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hypotensive Agents, Indoles, Membrane Transport Modulators, Negative Inotrope, Neurotransmitter Agents, P-glycoprotein inhibitors, Propanolamines, Propanols, Protective Agents, UGT1A1 Substrates, UGT2B7 substrates, Vasodilating Agents",0.0,0.0,0.0021702056337479,0.9271747212888314,0.9859510715367636
